seg_id,road_class,district,inc_tier,cov_frac,n_img,recent_share,covered
H-00003,Arterial,G,,1.0,85,0.058823529411764705,True
H-00004,Arterial,G,,1.0,154,0.21428571428571427,True
H-00009,Arterial,G,$50-100k,1.0,164,0.21341463414634146,True
H-00010,Arterial,G,$50-100k,1.0,101,0.13861386138613863,True
H-00015,Local street,K,$50-100k,0.0,0,,False
H-00016,Local street,K,$50-100k,0.0,0,,False
H-00017,Local street,K,$50-100k,0.0,0,,False
H-00018,Local street,K,$50-100k,0.0,0,,False
H-00019,Local street,K,$50-100k,0.0,0,,False
H-00020,Local street,K,$50-100k,0.0,0,,False
H-00021,Local street,K,$50-100k,0.0,0,,False
H-00022,Local street,K,$50-100k,0.0,0,,False
H-00023,Local street,K,$50-100k,0.0,0,,False
H-00024,Local street,K,$50-100k,0.0,0,,False
H-00025,Local street,K,$50-100k,0.0,0,,False
H-00026,Local street,K,$50-100k,0.0,0,,False
H-00027,Local street,K,$50-100k,0.3333333333333333,12,0.0,False
H-00028,Local street,K,$50-100k,0.0,0,,False
H-00029,Local street,K,$50-100k,1.0,25,0.0,True
H-00030,Local street,K,$50-100k,0.3333333333333333,13,0.0,False
H-00031,Arterial,K,$50-100k,1.0,126,0.0,True
H-00032,Arterial,K,$50-100k,1.0,42,0.0,True
H-00035,Local street,K,$50-100k,0.0,0,,False
H-00036,Local street,K,$50-100k,0.0,0,,False
H-00037,Arterial,K,$50-100k,1.0,117,0.0,True
H-00041,Arterial,K,$50-100k,1.0,59,0.0,True
H-00045,Arterial,F,$50-100k,1.0,147,0.0,True
H-00046,Arterial,F,$50-100k,1.0,154,0.0,True
H-00050,Arterial,F,$50-100k,1.0,198,0.0,True
H-00055,Arterial,F,$100-150k,1.0,111,0.0,True
H-00059,Arterial,A,$50-100k,1.0,151,0.046357615894039736,True
H-00060,Arterial,A,$50-100k,1.0,224,0.07589285714285714,True
H-00064,Collector,A,$50-100k,1.0,198,0.025252525252525252,True
H-00065,Local street,G,Under $50k,0.0,0,,False
H-00067,Local street,G,Under $50k,0.0,0,,False
H-00068,Local street,G,Under $50k,0.0,0,,False
H-00069,Local street,G,Under $50k,0.0,0,,False
H-00071,Local street,G,Under $50k,0.08333333333333333,23,0.0,False
H-00073,Local street,G,Under $50k,0.0,0,,False
H-00075,Local street,G,Under $50k,0.0,0,,False
H-00077,Collector,A,$50-100k,1.0,132,0.0,True
H-00078,Collector,A,$50-100k,1.0,99,0.0,True
H-00079,Collector,A,$50-100k,1.0,179,0.0,True
H-00080,Collector,A,$50-100k,1.0,185,0.0,True
H-00081,Collector,A,$50-100k,1.0,58,0.0,True
H-00083,Arterial,A,$50-100k,1.0,114,0.0,True
H-00084,Arterial,A,$50-100k,1.0,110,0.0,True
H-00111,Arterial,G,$150k+,1.0,69,0.0,True
H-00118,Arterial,K,$100-150k,1.0,132,0.0,True
H-00119,Arterial,K,$100-150k,1.0,97,0.0,True
H-00121,Arterial,F,Under $50k,1.0,62,0.0,True
H-00122,Arterial,F,Under $50k,1.0,58,0.0,True
H-00126,Arterial,F,Under $50k,1.0,40,0.0,True
H-00128,Local street,F,Under $50k,0.16666666666666666,18,0.0,False
H-00141,Local street,G,$50-100k,0.0,0,,False
H-00142,Local street,G,$50-100k,0.0,0,,False
H-00145,Local street,G,$50-100k,0.0,0,,False
H-00147,Local street,G,$50-100k,0.0,0,,False
H-00155,Collector,F,$50-100k,0.07692307692307693,8,0.0,False
H-00156,Major arterial,G,$100-150k,1.0,21,0.0,True
H-00160,Arterial,F,$50-100k,1.0,93,0.0,True
H-00161,Arterial,F,$50-100k,1.0,73,0.0,True
H-00164,Major arterial,G,Under $50k,1.0,48,0.0,True
H-00166,Major arterial,G,Under $50k,1.0,20,0.0,True
H-00174,Arterial,K,Under $50k,1.0,85,0.0,True
H-00177,Arterial,K,Under $50k,1.0,64,0.0,True
H-00181,Arterial,F,$50-100k,1.0,131,0.007633587786259542,True
H-00185,Arterial,F,$50-100k,1.0,151,0.006622516556291391,True
H-00186,Arterial,F,$50-100k,1.0,51,0.0,True
H-00192,Collector,J,Under $50k,1.0,118,0.0,True
H-00193,Collector,J,Under $50k,1.0,66,0.0,True
H-00194,Collector,J,Under $50k,1.0,46,0.0,True
H-00195,Collector,J,Under $50k,1.0,134,0.0,True
H-00196,Collector,J,Under $50k,1.0,137,0.0,True
H-00197,Collector,J,Under $50k,1.0,74,0.0,True
H-00199,Arterial,G,,1.0,76,0.0,True
H-00200,Arterial,G,$50-100k,1.0,73,0.0,True
H-00202,Local street,G,$50-100k,0.3333333333333333,14,0.0,False
H-00203,Collector,G,$50-100k,1.0,27,0.0,True
H-00204,Collector,G,$50-100k,1.0,33,0.0,True
H-00205,Local street,G,$50-100k,0.3333333333333333,13,0.0,False
H-00206,Collector,G,$50-100k,1.0,84,0.0,True
H-00207,Local street,G,$50-100k,0.6666666666666666,12,0.0,True
H-00208,Collector,G,$50-100k,1.0,32,0.0,True
H-00209,Local street,G,$50-100k,0.0,0,,False
H-00210,Local street,G,$50-100k,0.0,0,,False
H-00211,Local street,G,$50-100k,0.0,0,,False
H-00212,Local street,G,$50-100k,0.0,0,,False
H-00214,Local street,G,$50-100k,0.0,0,,False
H-00215,Local street,G,$50-100k,0.6666666666666666,13,0.0,True
H-00216,Collector,G,$50-100k,1.0,24,0.0,True
H-00217,Collector,G,$50-100k,1.0,32,0.0,True
H-00218,Local street,G,$100-150k,0.3333333333333333,13,0.0,False
H-00219,Local street,G,$50-100k,0.6666666666666666,13,0.0,True
H-00220,Local street,G,$50-100k,0.0,0,,False
H-00221,Local street,G,$100-150k,0.0,0,,False
H-00222,Local street,G,$100-150k,0.25,13,0.0,False
H-00223,Local street,G,$50-100k,0.0,0,,False
H-00224,Local street,G,$100-150k,0.0,0,,False
H-00239,Local street,F,Under $50k,0.0,0,,False
H-00240,Local street,F,Under $50k,0.0,0,,False
H-00241,Local street,F,Under $50k,0.0,0,,False
H-00243,Local street,F,Under $50k,0.0,0,,False
H-00244,Local street,F,Under $50k,0.0,0,,False
H-00245,Local street,F,Under $50k,0.0,0,,False
H-00247,Local street,F,Under $50k,0.0,0,,False
H-00248,Local street,F,Under $50k,0.0,0,,False
H-00249,Local street,F,Under $50k,0.0,0,,False
H-00251,Local street,F,Under $50k,0.0,0,,False
H-00252,Local street,F,Under $50k,0.0,0,,False
H-00253,Local street,F,Under $50k,0.0,0,,False
H-00254,Local street,F,Under $50k,0.0,0,,False
H-00255,Local street,F,Under $50k,0.0,0,,False
H-00256,Local street,F,Under $50k,0.0,0,,False
H-00257,Local street,F,Under $50k,0.0,0,,False
H-00258,Local street,F,Under $50k,0.0,0,,False
H-00260,Arterial,J,Under $50k,1.0,218,0.0,True
H-00261,Arterial,J,Under $50k,1.0,190,0.0,True
H-00262,Arterial,J,Under $50k,1.0,135,0.0,True
H-00264,Arterial,J,Under $50k,1.0,334,0.0,True
H-00267,Arterial,F,$50-100k,1.0,219,0.0091324200913242,True
H-00269,Arterial,F,Under $50k,1.0,232,0.0,True
H-00270,Arterial,F,Under $50k,1.0,179,0.0,True
H-00272,Arterial,F,$50-100k,1.0,294,0.0,True
H-00273,Arterial,F,Under $50k,1.0,545,0.0,True
H-00276,Arterial,G,$150k+,1.0,279,0.07168458781362007,True
H-00277,Arterial,G,$150k+,1.0,794,0.03526448362720403,True
H-00278,Arterial,G,$50-100k,1.0,886,0.0,True
H-00279,Arterial,G,$50-100k,1.0,147,0.027210884353741496,True
H-00281,Arterial,G,$150k+,1.0,290,0.034482758620689655,True
H-00282,Arterial,G,$150k+,1.0,709,0.02538787023977433,True
H-00283,Local street,G,$150k+,0.6666666666666666,128,0.0234375,True
H-00284,Arterial,G,$150k+,1.0,370,0.016216216216216217,True
H-00285,Arterial,G,$50-100k,1.0,1260,0.0,True
H-00289,Arterial,G,$50-100k,1.0,338,0.014792899408284023,True
H-00290,Arterial,G,$50-100k,1.0,691,0.0,True
H-00291,Arterial,G,$150k+,1.0,1129,0.001771479185119575,True
H-00292,Arterial,G,$150k+,1.0,281,0.02491103202846975,True
H-00294,Major arterial,G,$50-100k,1.0,297,0.04040404040404041,True
H-00296,Arterial,G,$150k+,1.0,789,0.011406844106463879,True
H-00297,Local street,G,$150k+,0.2,168,0.005952380952380952,False
H-00298,Major arterial,G,$50-100k,1.0,588,0.04931972789115646,True
H-00299,Major arterial,G,$150k+,1.0,256,0.02734375,True
H-00301,Arterial,G,$50-100k,1.0,130,0.03076923076923077,True
H-00302,Arterial,G,$50-100k,1.0,373,0.0,True
H-00303,Arterial,G,$50-100k,1.0,692,0.010115606936416185,True
H-00307,Local street,G,$50-100k,0.9,113,0.3893805309734513,True
H-00308,Arterial,G,$50-100k,1.0,590,0.0,True
H-00309,Local street,G,$150k+,0.0,0,,False
H-00310,Local street,G,$150k+,0.0,0,,False
H-00311,Local street,G,$150k+,0.0,0,,False
H-00321,Arterial,K,$50-100k,1.0,43,0.0,True
H-00322,Arterial,K,$50-100k,1.0,332,0.0,True
H-00324,Arterial,K,$50-100k,1.0,69,0.0,True
H-00325,Arterial,K,$50-100k,1.0,328,0.0,True
H-00332,Local street,K,$50-100k,1.0,100,0.0,True
H-00335,Arterial,K,$50-100k,1.0,82,0.0,True
H-00336,Minor street,K,$50-100k,1.0,1903,0.0,True
H-00337,Minor street,K,$50-100k,1.0,5827,0.00034322979234597563,True
H-00340,Collector,G,$50-100k,0.0,0,,False
H-00342,Collector,G,$50-100k,0.3333333333333333,20,0.0,False
H-00344,Collector,G,$50-100k,0.0,0,,False
H-00347,Arterial,G,$50-100k,1.0,81,0.0,True
H-00353,Major arterial,J,$50-100k,1.0,36,0.0,True
H-00355,Local street,J,$50-100k,1.0,26,0.0,True
H-00358,Major arterial,J,Under $50k,1.0,78,0.0,True
H-00365,Local street,F,$50-100k,0.2,20,0.0,False
H-00369,Arterial,F,Under $50k,1.0,68,0.0,True
H-00370,Arterial,F,Under $50k,1.0,54,0.0,True
H-00373,Local street,F,$50-100k,0.0,0,,False
H-00374,Local street,F,$50-100k,0.0,0,,False
H-00375,Local street,F,$50-100k,0.0,0,,False
H-00376,Local street,F,$50-100k,0.0,0,,False
H-00378,Arterial,G,$150k+,0.0,0,,False
H-00380,Arterial,G,$150k+,0.0,0,,False
H-00381,Local street,G,$50-100k,0.0,0,,False
H-00383,Arterial,J,Under $50k,1.0,65,0.0,True
H-00384,Arterial,J,Under $50k,1.0,111,0.0,True
H-00388,Arterial,J,Under $50k,1.0,68,0.0,True
H-00404,Minor street,F,Under $50k,0.16666666666666666,22,0.0,False
H-00406,Collector,F,$50-100k,0.0,0,,False
H-00407,Local street,F,$50-100k,0.0,0,,False
H-00408,Collector,F,$50-100k,0.0,0,,False
H-00409,Collector,F,$50-100k,0.0,0,,False
H-00410,Local street,F,$50-100k,0.0,0,,False
H-00411,Collector,F,Under $50k,0.0,0,,False
H-00412,Local street,F,$50-100k,0.0,0,,False
H-00413,Local street,J,Under $50k,0.0,0,,False
H-00414,Collector,J,Under $50k,0.0,0,,False
H-00415,Collector,J,$50-100k,0.0,0,,False
H-00416,Local street,J,$50-100k,0.0,0,,False
H-00417,Local street,J,Under $50k,0.0,0,,False
H-00418,Collector,J,$50-100k,0.4,22,0.0,False
H-00419,Local street,J,Under $50k,0.125,22,0.0,False
H-00420,Arterial,J,Under $50k,1.0,57,0.0,True
H-00421,Arterial,J,Under $50k,1.0,91,0.0,True
H-00436,Arterial,F,$50-100k,1.0,147,0.0,True
H-00438,Arterial,G,$50-100k,1.0,165,0.0,True
H-00439,Arterial,G,$50-100k,1.0,69,0.0,True
H-00442,Arterial,G,$50-100k,1.0,242,0.0,True
H-00443,Local street,G,$50-100k,0.25,21,0.0,False
H-00445,Minor street,G,$50-100k,0.5,21,0.0,True
H-00446,Arterial,G,$50-100k,1.0,72,0.0,True
H-00450,Arterial,K,Under $50k,1.0,70,0.0,True
H-00455,Local street,J,Under $50k,0.0,0,,False
H-00456,Collector,J,Under $50k,0.06666666666666667,21,0.0,False
H-00461,Local street,J,Under $50k,0.0,0,,False
H-00463,Arterial,G,$50-100k,1.0,70,0.0,True
H-00464,Arterial,G,$50-100k,1.0,71,0.0,True
H-00469,Arterial,J,Under $50k,1.0,54,0.0,True
H-00472,Arterial,F,$50-100k,1.0,62,0.0,True
H-00474,Minor street,F,$50-100k,0.15384615384615385,57,0.0,False
H-00475,Arterial,F,$50-100k,1.0,78,0.0,True
H-00478,Arterial,F,$50-100k,1.0,120,0.0,True
H-00485,Minor street,F,$50-100k,0.2222222222222222,53,0.0,False
H-00487,Arterial,F,$50-100k,1.0,167,0.03592814371257485,True
H-00496,Arterial,F,$50-100k,0.0,0,,False
H-00497,Arterial,F,$50-100k,0.0,0,,False
H-00502,Arterial,F,$50-100k,0.0,0,,False
H-00504,Arterial,G,$50-100k,1.0,54,0.07407407407407407,True
H-00505,Arterial,G,$50-100k,1.0,152,0.03289473684210526,True
H-00506,Arterial,G,$50-100k,1.0,260,0.026923076923076925,True
H-00510,Minor street,A,$50-100k,0.0,0,,False
H-00511,Major arterial,G,$50-100k,1.0,352,0.028409090909090908,True
H-00513,Major arterial,G,$50-100k,1.0,465,0.025806451612903226,True
H-00516,Major arterial,G,$50-100k,1.0,407,0.02457002457002457,True
H-00517,Local street,K,$50-100k,0.0,0,,False
H-00518,Local street,K,$50-100k,0.0,0,,False
H-00519,Local street,K,$50-100k,0.0,0,,False
H-00520,Local street,K,$50-100k,0.0,0,,False
H-00521,Local street,K,$50-100k,0.0,0,,False
H-00522,Local street,K,$50-100k,0.0,0,,False
H-00523,Local street,K,$50-100k,0.3333333333333333,6,0.0,False
H-00524,Local street,K,$50-100k,0.6666666666666666,6,0.0,True
H-00525,Local street,K,$50-100k,0.0,0,,False
H-00526,Local street,K,$50-100k,0.0,0,,False
H-00527,Local street,K,$50-100k,0.0,0,,False
H-00528,Local street,K,$50-100k,0.0,0,,False
H-00529,Local street,K,$50-100k,0.0,0,,False
H-00530,Local street,K,$50-100k,0.0,0,,False
H-00531,Local street,K,$50-100k,1.0,15,0.0,True
H-00532,Local street,K,$50-100k,0.0,0,,False
H-00533,Local street,K,$50-100k,0.0,0,,False
H-00534,Local street,K,$50-100k,0.0,0,,False
H-00535,Local street,K,$50-100k,0.0,0,,False
H-00536,Local street,K,$50-100k,0.0,0,,False
H-00537,Local street,K,$50-100k,0.0,0,,False
H-00538,Local street,K,$50-100k,0.0,0,,False
H-00539,Collector,K,$50-100k,0.0,0,,False
H-00540,Collector,K,$50-100k,0.1,21,0.0,False
H-00541,Local street,K,$50-100k,0.0,0,,False
H-00542,Local street,K,$50-100k,0.0,0,,False
H-00543,Local street,K,$50-100k,0.0,0,,False
H-00545,Local street,K,$50-100k,0.0,0,,False
H-00546,Local street,K,$50-100k,0.0,0,,False
H-00547,Local street,K,$50-100k,0.0,0,,False
H-00548,Local street,K,$50-100k,0.0,0,,False
H-00550,Local street,F,Under $50k,0.0,0,,False
H-00551,Local street,F,Under $50k,0.0,0,,False
H-00552,Local street,F,Under $50k,0.0,0,,False
H-00556,Arterial,K,$50-100k,1.0,97,0.0,True
H-00557,Arterial,K,$50-100k,1.0,100,0.0,True
H-00563,Local street,J,Under $50k,1.0,169,0.0,True
H-00564,Arterial,J,Under $50k,1.0,248,0.0,True
H-00565,Arterial,J,Under $50k,1.0,291,0.0,True
H-00566,Local street,J,Under $50k,1.0,129,0.0,True
H-00568,Arterial,J,Under $50k,1.0,258,0.0,True
H-00572,Arterial,J,Under $50k,1.0,286,0.0,True
H-00573,Arterial,J,Under $50k,1.0,201,0.0,True
H-00575,Local street,J,Under $50k,1.0,180,0.0,True
H-00578,Local street,F,,0.125,20,0.0,False
H-00582,Arterial,F,$50-100k,1.0,54,0.0,True
H-00583,Collector,F,,0.0,0,,False
H-00584,Local street,F,,0.0,0,,False
H-00586,Minor street,F,$50-100k,1.0,13,0.0,True
H-00587,Collector,F,$150k+,1.0,93,0.0,True
H-00588,Collector,F,$50-100k,1.0,287,0.0,True
H-00589,Minor street,A,$50-100k,0.2222222222222222,25,0.0,False
H-00590,Local street,A,$50-100k,0.7777777777777778,180,0.0,True
H-00592,Collector,A,$50-100k,1.0,143,0.0,True
H-00593,Arterial,K,$50-100k,1.0,369,0.0,True
H-00594,Arterial,K,$50-100k,1.0,87,0.0,True
H-00595,Arterial,K,$50-100k,1.0,87,0.0,True
H-00604,Local street,G,$100-150k,1.0,35,0.0,True
H-00605,Local street,G,$100-150k,1.0,49,0.0,True
H-00606,Local street,G,$100-150k,1.0,44,0.0,True
H-00607,Local street,G,$100-150k,1.0,14,0.0,True
H-00610,Local street,G,$100-150k,1.0,18,0.0,True
H-00611,Local street,G,$100-150k,1.0,35,0.0,True
H-00612,Local street,G,$100-150k,1.0,49,0.0,True
H-00620,Major arterial,G,$100-150k,1.0,232,0.0,True
H-00624,Minor street,G,$50-100k,0.0,0,,False
H-00625,Collector,G,$50-100k,0.0,0,,False
H-00626,Collector,G,$50-100k,0.0,0,,False
H-00637,Local street,G,,0.0,0,,False
H-00638,Local street,G,,0.0,0,,False
H-00648,Arterial,G,$50-100k,1.0,104,0.0,True
H-00649,Arterial,G,$50-100k,1.0,96,0.0,True
H-00658,Major arterial,J,Under $50k,1.0,65,0.0,True
H-00660,Local street,J,Under $50k,1.0,88,0.0,True
H-00663,Local street,K,$50-100k,0.0,0,,False
H-00664,Local street,K,Under $50k,0.0,0,,False
H-00667,Arterial,F,$50-100k,1.0,183,0.0,True
H-00681,Arterial,J,$50-100k,1.0,102,0.0,True
H-00683,Arterial,J,Under $50k,1.0,69,0.0,True
H-00684,Arterial,J,Under $50k,1.0,47,0.0,True
H-00685,Arterial,J,Under $50k,1.0,48,0.0,True
H-00687,Arterial,C,$50-100k,1.0,50,0.0,True
H-00688,Arterial,C,$50-100k,1.0,73,0.0,True
H-00692,Arterial,C,$50-100k,1.0,106,0.0,True
H-00694,Arterial,C,$50-100k,1.0,80,0.0,True
H-00695,Local street,A,$150k+,0.3333333333333333,53,0.0,False
H-00696,Major arterial,A,$150k+,1.0,60,0.0,True
H-00697,Major arterial,A,$150k+,1.0,61,0.0,True
H-00699,Local street,A,$150k+,1.0,117,0.0,True
H-00700,Major arterial,A,$150k+,1.0,62,0.0,True
H-00701,Local street,G,Under $50k,0.0,0,,False
H-00704,Local street,G,Under $50k,0.0,0,,False
H-00705,Local street,G,Under $50k,0.0,0,,False
H-00706,Local street,G,Under $50k,0.0,0,,False
H-00709,Local street,G,$100-150k,0.0,0,,False
H-00710,Local street,G,$100-150k,0.0,0,,False
H-00711,Local street,G,$100-150k,0.0,0,,False
H-00712,Local street,G,$100-150k,0.0,0,,False
H-00713,Local street,G,$100-150k,0.6666666666666666,21,0.0,True
H-00714,Local street,G,$100-150k,0.0,0,,False
H-00715,Arterial,K,$50-100k,1.0,275,0.01090909090909091,True
H-00716,Arterial,K,$50-100k,1.0,49,0.0,True
H-00718,Arterial,K,$50-100k,1.0,84,0.03571428571428571,True
H-00721,Arterial,K,$50-100k,1.0,70,0.0,True
H-00722,Arterial,K,$50-100k,1.0,132,0.0,True
H-00723,Arterial,K,$50-100k,1.0,269,0.0,True
H-00724,Arterial,K,$50-100k,1.0,54,0.0,True
H-00727,Arterial,K,,1.0,60,0.0,True
H-00728,Arterial,K,$50-100k,1.0,117,0.017094017094017096,True
H-00729,Arterial,K,$50-100k,1.0,73,0.0,True
H-00730,Arterial,K,$50-100k,1.0,67,0.0,True
H-00731,Arterial,K,Under $50k,1.0,83,0.0,True
H-00734,Local street,J,Under $50k,0.0,0,,False
H-00736,Local street,J,Under $50k,0.3333333333333333,40,0.0,False
H-00737,Local street,J,Under $50k,0.0,0,,False
H-00738,Local street,J,Under $50k,0.0,0,,False
H-00742,Arterial,J,Under $50k,1.0,48,0.0,True
H-00744,Collector,J,$50-100k,1.0,125,0.0,True
H-00747,Arterial,J,$50-100k,1.0,107,0.0,True
H-00748,Arterial,J,$50-100k,1.0,129,0.0,True
H-00751,Arterial,J,$50-100k,1.0,105,0.0,True
H-00753,Arterial,J,$50-100k,1.0,211,0.0,True
H-00757,Local street,F,$50-100k,1.0,25,0.0,True
H-00758,Major arterial,F,$50-100k,1.0,111,0.0,True
H-00759,Major arterial,F,$50-100k,1.0,76,0.0,True
H-00765,Arterial,G,Under $50k,1.0,131,0.030534351145038167,True
H-00766,Arterial,G,Under $50k,1.0,165,0.030303030303030304,True
H-00768,Arterial,G,Under $50k,1.0,153,0.0196078431372549,True
H-00779,Local street,F,Under $50k,0.0,0,,False
H-00780,Collector,F,Under $50k,0.0,0,,False
H-00781,Collector,F,Under $50k,0.0,0,,False
H-00782,Local street,F,Under $50k,0.0,0,,False
H-00783,Collector,F,Under $50k,0.0,0,,False
H-00784,Local street,F,Under $50k,0.0,0,,False
H-00786,Arterial,F,Under $50k,1.0,73,0.0,True
H-00787,Arterial,F,Under $50k,1.0,117,0.0,True
H-00792,Local street,F,Under $50k,0.1111111111111111,22,0.0,False
H-00793,Arterial,F,Under $50k,1.0,64,0.0,True
H-00798,Arterial,G,$150k+,1.0,101,0.0,True
H-00800,Arterial,G,$150k+,1.0,136,0.0,True
H-00801,Arterial,G,$100-150k,1.0,284,0.08450704225352113,True
H-00819,Local street,G,$100-150k,0.0,0,,False
H-00820,Local street,G,$100-150k,0.0,0,,False
H-00821,Local street,G,$100-150k,0.0,0,,False
H-00822,Local street,G,$100-150k,0.0,0,,False
H-00824,Local street,G,$100-150k,0.0,0,,False
H-00825,Local street,G,$50-100k,0.0,0,,False
H-00826,Arterial,G,$150k+,0.0,0,,False
H-00827,Arterial,G,$150k+,0.0,0,,False
H-00828,Local street,G,$50-100k,0.0,0,,False
H-00829,Arterial,G,$50-100k,0.0,0,,False
H-00830,Arterial,G,$150k+,0.0,0,,False
H-00832,Local street,G,$50-100k,0.0,0,,False
H-00833,Local street,G,$50-100k,0.0,0,,False
H-00834,Local street,G,$50-100k,0.0,0,,False
H-00837,Local street,F,,0.2857142857142857,18,0.0,False
H-00841,Local street,F,,0.25,17,0.0,False
H-00842,Local street,F,,0.0,0,,False
H-00845,Arterial,G,$50-100k,1.0,1708,0.0,True
H-00848,Local street,G,$50-100k,0.6666666666666666,134,0.0,True
H-00851,Local street,F,$50-100k,0.0,0,,False
H-00852,Local street,F,Under $50k,0.0,0,,False
H-00854,Local street,F,Under $50k,0.0,0,,False
H-00855,Local street,F,$50-100k,0.0,0,,False
H-00856,Local street,F,Under $50k,0.6666666666666666,16,0.0,True
H-00857,Arterial,F,$50-100k,1.0,334,0.0,True
H-00858,Arterial,F,$50-100k,1.0,104,0.0,True
H-00860,Arterial,F,$50-100k,1.0,280,0.025,True
H-00864,Arterial,F,$50-100k,1.0,137,0.0,True
H-00865,Arterial,F,$50-100k,1.0,136,0.0,True
H-00874,Arterial,J,,1.0,50,0.0,True
H-00879,Arterial,F,$50-100k,1.0,79,0.0,True
H-00880,Arterial,F,$50-100k,1.0,223,0.0,True
H-00881,Arterial,F,$50-100k,1.0,90,0.0,True
H-00885,Arterial,F,$50-100k,1.0,100,0.0,True
H-00886,Arterial,F,$50-100k,1.0,128,0.0,True
H-00887,Arterial,F,$50-100k,1.0,266,0.0,True
H-00891,Major arterial,G,$100-150k,1.0,203,0.0,True
H-00892,Collector,G,$100-150k,1.0,152,0.0,True
H-00893,Major arterial,G,$100-150k,1.0,150,0.0,True
H-00896,Local street,G,$100-150k,1.0,52,0.0,True
H-00897,Local street,G,$100-150k,1.0,45,0.0,True
H-00898,Local street,G,$100-150k,1.0,65,0.0,True
H-00899,Local street,G,$100-150k,1.0,39,0.0,True
H-00908,Local street,G,$50-100k,0.0,0,,False
H-00909,Local street,G,$50-100k,0.0,0,,False
H-00910,Local street,G,$50-100k,0.25,11,0.0,False
H-00912,Collector,G,$50-100k,1.0,84,0.0,True
H-00914,Arterial,G,$50-100k,1.0,93,0.0,True
H-00915,Local street,G,$50-100k,1.0,71,0.0,True
H-00916,Arterial,G,$50-100k,1.0,94,0.0,True
H-00919,Arterial,G,$50-100k,1.0,66,0.0,True
H-00921,Local street,G,$50-100k,1.0,55,0.0,True
H-00922,Local street,G,$50-100k,1.0,152,0.0,True
H-00926,Minor street,J,$50-100k,1.0,153,0.0,True
H-00927,Collector,J,$50-100k,1.0,62,0.0,True
H-00928,Collector,J,$50-100k,1.0,61,0.0,True
H-00933,Local street,J,$50-100k,0.3333333333333333,9,0.0,False
H-00934,Collector,J,$50-100k,0.2,9,0.0,False
H-00935,Local street,J,$50-100k,1.0,55,0.0,True
H-00936,Local street,J,$50-100k,1.0,16,0.0,True
H-00937,Local street,K,$50-100k,0.0,0,,False
H-00939,Major arterial,F,,1.0,66,0.0,True
H-00940,Major arterial,F,,1.0,84,0.0,True
H-00942,Major arterial,F,,1.0,138,0.0,True
H-00944,Collector,F,Under $50k,0.09090909090909091,23,0.0,False
H-00945,Major arterial,F,Under $50k,1.0,106,0.0,True
H-00946,Arterial,A,,1.0,550,0.0018181818181818182,True
H-00947,Arterial,A,,1.0,823,0.001215066828675577,True
H-00952,Arterial,F,,1.0,74,0.0,True
H-00955,Local street,J,$50-100k,1.0,106,0.0,True
H-00956,Major arterial,J,$50-100k,1.0,61,0.0,True
H-00957,Major arterial,J,$50-100k,1.0,55,0.0,True
H-00958,Local street,J,$50-100k,0.25,11,0.0,False
H-00959,Local street,J,$50-100k,0.6666666666666666,18,0.0,True
H-00960,Local street,J,$50-100k,1.0,83,0.0,True
H-00961,Major arterial,J,$50-100k,1.0,44,0.0,True
H-00962,Local street,J,$50-100k,1.0,106,0.0,True
H-00966,Minor street,F,Under $50k,0.0,0,,False
H-00967,Minor street,F,Under $50k,0.0,0,,False
H-00968,Minor street,F,Under $50k,0.0,0,,False
H-00969,Collector,F,$50-100k,0.0,0,,False
H-00970,Arterial,F,Under $50k,1.0,157,0.06369426751592357,True
H-00973,Arterial,F,Under $50k,1.0,728,0.07005494505494506,True
H-00978,Arterial,F,$50-100k,1.0,118,0.0423728813559322,True
H-00979,Arterial,F,$50-100k,1.0,367,0.0,True
H-00980,Arterial,F,Under $50k,1.0,250,0.0,True
H-00984,Arterial,F,Under $50k,1.0,81,0.0,True
H-00986,Collector,F,Under $50k,0.2,24,0.0,False
H-00987,Collector,F,Under $50k,0.0,0,,False
H-00988,Arterial,F,Under $50k,1.0,81,0.0,True
H-00994,Arterial,F,$150k+,1.0,180,0.0,True
H-00997,Arterial,C,$50-100k,1.0,180,0.005555555555555556,True
H-01015,Arterial,G,$150k+,1.0,81,0.0,True
H-01016,Arterial,G,$150k+,1.0,169,0.0,True
H-01018,Arterial,G,$50-100k,1.0,135,0.0,True
H-01021,Collector,G,$50-100k,1.0,64,0.0,True
H-01024,Arterial,F,$50-100k,1.0,107,0.0,True
H-01025,Arterial,F,$50-100k,1.0,85,0.0,True
H-01030,Arterial,J,Under $50k,1.0,28,0.0,True
H-01033,Major arterial,A,$50-100k,1.0,173,0.0,True
H-01034,Major arterial,A,$50-100k,1.0,188,0.0,True
H-01035,Arterial,A,$50-100k,1.0,55,0.0,True
H-01038,Arterial,A,$50-100k,1.0,80,0.0,True
H-01039,Minor street,A,$50-100k,0.125,11,0.0,False
H-01042,Arterial,A,$50-100k,1.0,17,0.0,True
H-01044,Arterial,J,$50-100k,1.0,99,0.0,True
H-01045,Arterial,J,$50-100k,1.0,85,0.0,True
H-01048,Arterial,J,$50-100k,1.0,170,0.0,True
H-01051,Collector,F,Under $50k,0.3333333333333333,70,0.014285714285714285,False
H-01053,Arterial,J,Under $50k,1.0,501,0.013972055888223553,True
H-01056,Minor street,F,Under $50k,0.1,37,0.0,False
H-01058,Minor street,F,Under $50k,0.0,0,,False
