seg_id,road_class,district,inc_tier,cov_frac,n_img,recent_share,covered
H-11906,Collector,A,$50-100k,1.0,154,0.0,True
H-11907,Collector,A,$50-100k,1.0,89,0.0,True
H-11908,Local street,A,$50-100k,0.25,19,0.0,False
H-11909,Local street,A,$50-100k,1.0,93,0.0,True
H-11910,Local street,G,$150k+,1.0,67,0.0,True
H-11911,Local street,G,$150k+,1.0,58,0.0,True
H-11912,Local street,G,$150k+,1.0,35,0.0,True
H-11913,Arterial,G,$150k+,1.0,60,0.0,True
H-11914,Local street,K,$50-100k,0.0,0,,False
H-11915,Local street,K,$50-100k,0.0,0,,False
H-11916,Local street,K,$50-100k,0.3333333333333333,13,0.0,False
H-11917,Local street,K,$50-100k,0.0,0,,False
H-11918,Local street,K,$50-100k,0.0,0,,False
H-11920,Local street,K,$50-100k,0.0,0,,False
H-11921,Local street,K,$50-100k,0.0,0,,False
H-11922,Local street,K,$50-100k,0.0,0,,False
H-11923,Local street,K,$50-100k,0.0,0,,False
H-11924,Local street,K,$50-100k,0.0,0,,False
H-11927,Collector,J,Under $50k,1.0,65,0.0,True
H-11928,Collector,J,Under $50k,1.0,70,0.0,True
H-11929,Local street,J,Under $50k,1.0,119,0.0,True
H-11930,Collector,J,Under $50k,1.0,64,0.0,True
H-11931,Collector,J,Under $50k,1.0,116,0.0,True
H-11932,Collector,J,Under $50k,1.0,140,0.0,True
H-11933,Collector,J,Under $50k,1.0,51,0.0,True
H-11934,Local street,J,Under $50k,1.0,77,0.0,True
H-11935,Local street,J,Under $50k,1.0,83,0.0,True
H-11936,Local street,J,Under $50k,1.0,51,0.0,True
H-11938,Local street,J,Under $50k,1.0,83,0.0,True
H-11939,Collector,J,Under $50k,1.0,59,0.0,True
H-11940,Local street,J,Under $50k,1.0,75,0.0,True
H-11941,Local street,J,Under $50k,1.0,52,0.0,True
H-11942,Local street,J,Under $50k,1.0,77,0.0,True
H-11943,Collector,J,Under $50k,1.0,59,0.0,True
H-11944,Local street,J,Under $50k,1.0,79,0.0,True
H-11945,Major arterial,J,Under $50k,1.0,49,0.0,True
H-11946,Major arterial,J,Under $50k,1.0,50,0.0,True
H-11947,Local street,J,Under $50k,1.0,80,0.0,True
H-11948,Local street,J,Under $50k,1.0,77,0.0,True
H-11949,Local street,J,Under $50k,1.0,80,0.0,True
H-11950,Local street,J,Under $50k,1.0,69,0.0,True
H-11951,Local street,J,Under $50k,1.0,127,0.0,True
H-11952,Local street,J,Under $50k,1.0,73,0.0,True
H-11953,Local street,J,Under $50k,1.0,79,0.0,True
H-11958,Local street,J,Under $50k,1.0,79,0.0,True
H-11959,Collector,J,Under $50k,1.0,59,0.0,True
H-11960,Collector,J,Under $50k,1.0,79,0.0,True
H-11963,Local street,K,$100-150k,0.0,0,,False
H-11964,Local street,K,$100-150k,0.3333333333333333,13,0.0,False
H-11965,Local street,K,$150k+,0.0,0,,False
H-11966,Local street,K,$100-150k,0.0,0,,False
H-11967,Local street,K,$100-150k,0.0,0,,False
H-11971,Local street,K,$100-150k,0.0,0,,False
H-11972,Local street,K,$100-150k,0.0,0,,False
H-11973,Local street,K,$100-150k,0.0,0,,False
H-11974,Local street,K,$100-150k,0.0,0,,False
H-11975,Local street,K,$100-150k,0.0,0,,False
H-11976,Local street,K,$100-150k,0.3333333333333333,24,0.0,False
H-11977,Local street,K,$100-150k,0.0,0,,False
H-11980,Local street,C,$150k+,0.0,0,,False
H-11981,Local street,C,$150k+,0.0,0,,False
H-11982,Local street,C,$150k+,0.0,0,,False
H-11983,Local street,C,$150k+,0.0,0,,False
H-11984,Local street,C,$150k+,0.0,0,,False
H-11985,Local street,C,$150k+,0.4,29,0.0,False
H-11986,Local street,C,$150k+,0.3333333333333333,8,0.0,False
H-11987,Local street,C,$150k+,0.0,0,,False
H-11989,Local street,C,$150k+,0.0,0,,False
H-11990,Local street,C,$150k+,0.0,0,,False
H-11991,Local street,C,$150k+,0.0,0,,False
H-11992,Local street,C,$150k+,0.0,0,,False
H-11993,Local street,C,$150k+,0.25,32,0.0,False
H-11994,Local street,C,$150k+,0.0,0,,False
H-11995,Local street,C,$150k+,0.16666666666666666,10,0.0,False
H-11996,Local street,K,$100-150k,0.1111111111111111,8,0.0,False
H-11997,Local street,K,$100-150k,0.3333333333333333,8,0.0,False
H-11998,Local street,K,$100-150k,1.0,35,0.0,True
H-11999,Local street,K,$100-150k,0.16666666666666666,8,0.0,False
H-12000,Local street,K,$100-150k,0.0,0,,False
H-12001,Local street,K,$100-150k,0.0,0,,False
H-12002,Local street,K,$100-150k,0.0,0,,False
H-12003,Local street,K,$100-150k,0.0,0,,False
H-12004,Local street,K,$100-150k,0.0,0,,False
H-12005,Local street,K,$100-150k,0.0,0,,False
H-12006,Local street,K,$100-150k,0.0,0,,False
H-12007,Local street,K,$100-150k,0.0,0,,False
H-12008,Local street,K,$100-150k,0.0,0,,False
H-12009,Local street,K,$100-150k,0.5,23,0.0,True
H-12010,Local street,K,$100-150k,0.0,0,,False
H-12011,Local street,K,$100-150k,0.0,0,,False
H-12012,Local street,K,$100-150k,0.0,0,,False
H-12014,Local street,K,$100-150k,0.0,0,,False
H-12015,Local street,K,$100-150k,0.0,0,,False
H-12016,Local street,K,$100-150k,0.0,0,,False
H-12017,Local street,K,$100-150k,0.0,0,,False
H-12018,Collector,K,$50-100k,0.0,0,,False
H-12019,Local street,K,$50-100k,0.0,0,,False
H-12020,Collector,K,$50-100k,0.3333333333333333,13,0.0,False
H-12021,Local street,K,$50-100k,0.0,0,,False
H-12022,Collector,K,$50-100k,0.0,0,,False
H-12023,Local street,K,$50-100k,0.0,0,,False
H-12024,Local street,K,$50-100k,0.0,0,,False
H-12025,Collector,K,$50-100k,1.0,24,0.0,True
H-12027,Local street,K,$50-100k,0.0,0,,False
H-12028,Local street,K,$50-100k,0.0,0,,False
H-12029,Local street,K,$50-100k,0.0,0,,False
H-12030,Local street,K,$50-100k,0.3333333333333333,11,0.0,False
H-12031,Local street,K,$50-100k,0.0,0,,False
H-12032,Local street,K,$50-100k,0.0,0,,False
H-12033,Local street,K,$50-100k,0.0,0,,False
H-12034,Local street,K,$50-100k,0.0,0,,False
H-12037,Local street,K,$50-100k,0.0,0,,False
H-12038,Local street,K,$50-100k,0.0,0,,False
H-12039,Local street,K,$50-100k,0.3333333333333333,20,0.0,False
H-12040,Local street,C,$100-150k,1.0,49,0.0,True
H-12041,Local street,C,$100-150k,1.0,76,0.0,True
H-12042,Local street,C,$100-150k,1.0,86,0.0,True
H-12043,Local street,C,$100-150k,1.0,50,0.0,True
H-12044,Local street,C,$100-150k,1.0,82,0.0,True
H-12045,Local street,C,$100-150k,1.0,87,0.0,True
H-12046,Local street,C,$100-150k,1.0,46,0.0,True
H-12047,Local street,C,$100-150k,1.0,42,0.0,True
H-12048,Local street,C,$100-150k,1.0,78,0.0,True
H-12049,Local street,C,$100-150k,1.0,45,0.0,True
H-12052,Local street,C,$100-150k,1.0,62,0.0,True
H-12054,Local street,C,$100-150k,1.0,32,0.0,True
H-12056,Arterial,C,$100-150k,1.0,78,0.0,True
H-12057,Arterial,C,$100-150k,1.0,73,0.0,True
H-12059,Arterial,C,$100-150k,1.0,100,0.0,True
H-12061,Arterial,C,$100-150k,1.0,70,0.0,True
H-12064,Collector,G,$100-150k,0.0,0,,False
H-12065,Local street,G,$100-150k,0.0,0,,False
H-12069,Local street,F,Under $50k,0.0,0,,False
H-12070,Local street,F,Under $50k,0.0,0,,False
H-12071,Local street,F,Under $50k,0.0,0,,False
H-12073,Local street,F,Under $50k,0.0,0,,False
H-12074,Local street,F,Under $50k,0.0,0,,False
H-12075,Local street,F,$50-100k,0.0,0,,False
H-12076,Local street,F,$50-100k,0.0,0,,False
H-12077,Local street,F,$50-100k,0.3333333333333333,21,0.0,False
H-12078,Local street,F,$50-100k,0.0,0,,False
H-12079,Local street,F,$50-100k,0.0,0,,False
H-12080,Local street,A,$50-100k,0.0,0,,False
H-12081,Local street,A,$50-100k,0.0,0,,False
H-12082,Local street,A,$50-100k,0.0,0,,False
H-12083,Local street,A,$50-100k,0.0,0,,False
H-12084,Local street,A,$50-100k,0.0,0,,False
H-12085,Local street,A,$50-100k,0.0,0,,False
H-12086,Local street,A,$50-100k,0.0,0,,False
H-12087,Local street,A,$50-100k,0.0,0,,False
H-12088,Local street,A,$50-100k,0.0,0,,False
H-12089,Local street,A,$50-100k,0.0,0,,False
H-12090,Local street,A,$50-100k,0.0,0,,False
H-12091,Local street,A,$50-100k,0.0,0,,False
H-12092,Local street,A,$50-100k,0.0,0,,False
H-12093,Local street,A,$50-100k,0.0,0,,False
H-12094,Local street,A,$50-100k,0.0,0,,False
H-12096,Local street,A,$50-100k,0.0,0,,False
H-12097,Local street,A,$50-100k,0.0,0,,False
H-12098,Local street,A,$50-100k,0.0,0,,False
H-12099,Local street,K,,0.0,0,,False
H-12100,Local street,K,,0.0,0,,False
H-12101,Local street,K,,0.0,0,,False
H-12102,Local street,K,,0.0,0,,False
H-12103,Local street,A,$100-150k,1.0,93,0.0,True
H-12104,Collector,A,$50-100k,1.0,139,0.0,True
H-12105,Collector,A,$50-100k,1.0,140,0.0,True
H-12106,Local street,A,$50-100k,1.0,160,0.0,True
H-12107,Local street,A,$100-150k,1.0,108,0.0,True
H-12108,Collector,A,$50-100k,1.0,134,0.0,True
H-12109,Local street,A,$100-150k,1.0,100,0.0,True
H-12110,Local street,A,$50-100k,1.0,145,0.0,True
H-12111,Local street,A,$50-100k,1.0,49,0.0,True
H-12112,Local street,A,$50-100k,1.0,176,0.0,True
H-12113,Local street,A,$50-100k,1.0,53,0.0,True
H-12114,Local street,A,$50-100k,1.0,50,0.0,True
H-12115,Collector,J,Under $50k,0.0,0,,False
H-12116,Local street,J,Under $50k,0.0,0,,False
H-12117,Collector,J,Under $50k,0.0,0,,False
H-12118,Local street,J,Under $50k,0.0,0,,False
H-12119,Local street,J,Under $50k,0.0,0,,False
H-12120,Local street,G,$150k+,1.0,54,0.0,True
H-12121,Local street,G,$150k+,1.0,67,0.0,True
H-12122,Local street,G,$150k+,1.0,45,0.0,True
H-12123,Local street,G,$150k+,1.0,61,0.0,True
H-12124,Local street,G,$150k+,1.0,33,0.0,True
H-12125,Local street,F,Under $50k,0.0,0,,False
H-12126,Collector,F,Under $50k,0.0,0,,False
H-12127,Collector,F,Under $50k,0.0,0,,False
H-12128,Collector,F,Under $50k,0.0,0,,False
H-12129,Local street,F,Under $50k,0.0,0,,False
H-12130,Local street,F,$50-100k,0.0,0,,False
H-12131,Local street,F,$50-100k,0.0,0,,False
H-12132,Local street,F,$50-100k,0.0,0,,False
H-12133,Local street,G,$150k+,0.0,0,,False
H-12134,Local street,G,$150k+,0.0,0,,False
H-12135,Collector,G,$150k+,0.0,0,,False
H-12136,Collector,G,$150k+,0.0,0,,False
H-12137,Local street,G,$150k+,0.0,0,,False
H-12138,Local street,G,$150k+,0.0,0,,False
H-12139,Collector,G,$150k+,0.0,0,,False
H-12140,Local street,G,$150k+,0.0,0,,False
H-12141,Local street,G,$150k+,0.0,0,,False
H-12142,Local street,G,$150k+,0.0,0,,False
H-12145,Arterial,G,$150k+,0.0,0,,False
H-12146,Local street,G,$50-100k,0.0,0,,False
H-12147,Local street,G,$50-100k,0.0,0,,False
H-12148,Local street,G,$50-100k,0.25,322,0.003105590062111801,False
H-12149,Local street,G,$50-100k,0.25,57,0.0,False
H-12150,Arterial,G,$50-100k,1.0,315,0.006349206349206349,True
H-12151,Arterial,G,$150k+,0.875,144,0.0,True
H-12152,Arterial,G,$150k+,0.0,0,,False
H-12153,Collector,G,$150k+,0.0,0,,False
H-12155,Collector,G,$150k+,0.0,0,,False
H-12156,Local street,G,$100-150k,0.0,0,,False
H-12157,Local street,G,$100-150k,0.0,0,,False
H-12158,Local street,G,$100-150k,0.0,0,,False
H-12159,Collector,G,$100-150k,0.0,0,,False
H-12164,Collector,G,$100-150k,0.0,0,,False
H-12168,Local street,G,$100-150k,0.0,0,,False
H-12171,Collector,G,$100-150k,0.0,0,,False
H-12174,Local street,G,$100-150k,0.0,0,,False
H-12175,Collector,G,$100-150k,0.0,0,,False
H-12181,Collector,G,$100-150k,0.0,0,,False
H-12184,Local street,G,$50-100k,0.0,0,,False
H-12188,Collector,G,$50-100k,0.0,0,,False
H-12193,Collector,G,$50-100k,0.0,0,,False
H-12194,Collector,G,$50-100k,0.0,0,,False
H-12196,Collector,G,$50-100k,0.0,0,,False
H-12199,Collector,G,$50-100k,0.0,0,,False
H-12200,Collector,G,$50-100k,0.3333333333333333,24,0.0,False
H-12201,Local street,G,Under $50k,0.0,0,,False
H-12202,Collector,G,Under $50k,0.0,0,,False
H-12203,Collector,G,Under $50k,0.0,0,,False
H-12205,Collector,G,$100-150k,0.0,0,,False
H-12206,Collector,G,$150k+,0.0,0,,False
H-12220,Local street,K,Under $50k,0.0,0,,False
H-12226,Local street,J,,0.0,0,,False
H-12227,Collector,J,Under $50k,0.0,0,,False
H-12228,Collector,J,,0.0,0,,False
H-12229,Local street,J,Under $50k,0.0,0,,False
H-12230,Collector,J,Under $50k,0.0,0,,False
H-12231,Collector,J,Under $50k,0.0,0,,False
H-12232,Local street,J,Under $50k,0.0,0,,False
H-12233,Collector,J,Under $50k,0.0,0,,False
H-12234,Collector,J,,0.0,0,,False
H-12235,Local street,J,$50-100k,1.0,167,0.0,True
H-12236,Local street,J,$50-100k,1.0,115,0.0,True
H-12237,Local street,J,$50-100k,0.5,94,0.0,True
H-12238,Local street,J,$50-100k,1.0,105,0.0,True
H-12239,Local street,J,$50-100k,1.0,166,0.0,True
H-12240,Local street,J,$50-100k,1.0,123,0.0,True
H-12241,Local street,J,$50-100k,0.0,0,,False
H-12242,Local street,J,$50-100k,1.0,197,0.0,True
H-12243,Local street,J,$50-100k,1.0,188,0.0,True
H-12244,Local street,J,$50-100k,0.25,10,0.0,False
H-12245,Local street,J,$50-100k,1.0,56,0.0,True
H-12246,Local street,K,$50-100k,0.1111111111111111,18,0.0,False
H-12249,Local street,K,$50-100k,0.0,0,,False
H-12250,Local street,K,$50-100k,0.0,0,,False
H-12251,Local street,K,$50-100k,0.0,0,,False
H-12252,Local street,K,$50-100k,0.0,0,,False
H-12253,Local street,K,$50-100k,0.0,0,,False
H-12254,Local street,K,$50-100k,0.0,0,,False
H-12255,Local street,K,$50-100k,0.0,0,,False
H-12256,Local street,K,$50-100k,0.2,21,0.0,False
H-12257,Arterial,K,$50-100k,1.0,77,0.0,True
H-12258,Arterial,K,$50-100k,1.0,101,0.0,True
H-12262,Arterial,A,$50-100k,0.0,0,,False
H-12263,Local street,A,$50-100k,0.0,0,,False
H-12264,Arterial,A,$50-100k,0.0,0,,False
H-12268,Local street,A,$50-100k,0.0,0,,False
H-12269,Arterial,A,$50-100k,0.0,0,,False
H-12270,Arterial,A,$50-100k,0.0,0,,False
H-12274,Arterial,A,$100-150k,1.0,603,0.1625207296849088,True
H-12275,Arterial,A,$100-150k,1.0,271,0.04797047970479705,True
H-12279,Collector,A,$50-100k,0.0,0,,False
H-12281,Arterial,G,Under $50k,1.0,133,0.0,True
H-12282,Local street,G,Under $50k,0.25,22,0.0,False
H-12283,Arterial,G,Under $50k,1.0,101,0.0,True
H-12284,Local street,G,$150k+,0.0,0,,False
H-12285,Local street,G,$150k+,0.0,0,,False
H-12286,Local street,G,$150k+,0.0,0,,False
H-12287,Local street,G,$150k+,0.0,0,,False
H-12288,Local street,G,$150k+,0.0,0,,False
H-12289,Arterial,G,$150k+,1.0,88,0.0,True
H-12290,Arterial,G,$150k+,1.0,113,0.0,True
H-12292,Local street,G,$100-150k,0.0,0,,False
H-12293,Local street,G,$100-150k,0.0,0,,False
H-12294,Local street,G,$100-150k,0.0,0,,False
H-12295,Local street,G,$100-150k,0.0,0,,False
H-12296,Local street,G,$100-150k,0.5,21,0.0,True
H-12297,Local street,G,$100-150k,0.0,0,,False
H-12298,Local street,G,$100-150k,0.0,0,,False
H-12299,Local street,G,$100-150k,0.0,0,,False
H-12300,Local street,G,$100-150k,0.0,0,,False
H-12302,Arterial,G,$100-150k,1.0,57,0.0,True
H-12303,Arterial,G,$100-150k,1.0,65,0.0,True
H-12304,Local street,G,$100-150k,0.0,0,,False
H-12305,Local street,G,$100-150k,0.0,0,,False
H-12306,Local street,G,$100-150k,0.0,0,,False
H-12308,Local street,G,$100-150k,0.0,0,,False
H-12309,Local street,G,$100-150k,0.0,0,,False
H-12310,Local street,F,Under $50k,0.0,0,,False
H-12311,Local street,F,Under $50k,0.0,0,,False
H-12312,Local street,F,Under $50k,0.14285714285714285,9,0.0,False
H-12313,Local street,F,Under $50k,0.0,0,,False
H-12314,Local street,F,Under $50k,0.0,0,,False
H-12317,Local street,F,$50-100k,0.0,0,,False
H-12318,Local street,F,$50-100k,0.0,0,,False
H-12319,Local street,F,$50-100k,0.0,0,,False
H-12320,Local street,F,$50-100k,0.0,0,,False
H-12321,Local street,F,$50-100k,0.0,0,,False
H-12322,Local street,F,$50-100k,0.0,0,,False
H-12323,Local street,F,$50-100k,0.0,0,,False
H-12324,Local street,F,$50-100k,0.0,0,,False
H-12325,Local street,K,$50-100k,0.0,0,,False
H-12326,Local street,K,$50-100k,0.0,0,,False
H-12327,Local street,K,$50-100k,0.0,0,,False
H-12328,Local street,K,$50-100k,0.0,0,,False
H-12329,Local street,K,$50-100k,0.0,0,,False
H-12330,Local street,K,$50-100k,0.0,0,,False
H-12331,Local street,K,$50-100k,0.0,0,,False
H-12332,Local street,K,$50-100k,0.0,0,,False
H-12333,Local street,K,$50-100k,0.3333333333333333,11,0.0,False
H-12334,Local street,K,$50-100k,0.0,0,,False
H-12335,Local street,K,$50-100k,1.0,22,0.0,True
H-12336,Major arterial,K,$50-100k,1.0,68,0.0,True
H-12337,Major arterial,K,$50-100k,1.0,88,0.0,True
H-12339,Local street,K,$50-100k,0.3333333333333333,11,0.0,False
H-12341,Minor street,K,$50-100k,0.3076923076923077,38,1.0,False
H-12342,Local street,K,$50-100k,0.0,0,,False
H-12346,Local street,K,$50-100k,0.0,0,,False
H-12347,Local street,K,$50-100k,0.0,0,,False
H-12348,Local street,K,$50-100k,0.0,0,,False
H-12349,Local street,K,$50-100k,0.0,0,,False
H-12350,Local street,K,$50-100k,0.0,0,,False
H-12351,Local street,K,$50-100k,0.5,19,0.0,True
H-12352,Local street,K,$50-100k,0.0,0,,False
H-12353,Local street,K,$50-100k,0.0,0,,False
H-12354,Local street,G,$100-150k,0.0,0,,False
H-12355,Local street,G,$100-150k,0.0,0,,False
H-12356,Local street,G,$100-150k,0.0,0,,False
H-12357,Local street,G,$50-100k,0.0,0,,False
H-12358,Local street,G,$50-100k,0.0,0,,False
H-12359,Local street,G,$150k+,0.0,0,,False
H-12360,Local street,A,$100-150k,1.0,66,0.0,True
H-12361,Local street,A,$100-150k,1.0,71,0.0,True
H-12362,Collector,A,$100-150k,1.0,53,0.0,True
H-12363,Collector,A,$100-150k,1.0,55,0.0,True
H-12364,Local street,A,$100-150k,1.0,69,0.0,True
H-12365,Collector,A,$100-150k,1.0,54,0.0,True
H-12366,Local street,G,$150k+,0.0,0,,False
H-12367,Local street,G,$150k+,0.0,0,,False
H-12368,Local street,G,$150k+,0.0,0,,False
H-12369,Local street,G,$150k+,0.0,0,,False
H-12370,Local street,G,$150k+,0.0,0,,False
H-12371,Local street,G,$150k+,0.5,21,0.0,True
H-12372,Local street,G,$150k+,0.0,0,,False
H-12373,Local street,G,$150k+,0.0,0,,False
H-12374,Local street,G,$150k+,0.25,33,0.0,False
H-12375,Local street,G,$150k+,0.0,0,,False
H-12376,Local street,G,$150k+,0.0,0,,False
H-12377,Local street,G,$150k+,0.0,0,,False
H-12378,Local street,G,$150k+,0.0,0,,False
H-12379,Local street,G,$150k+,0.0,0,,False
H-12380,Local street,C,$50-100k,1.0,55,0.0,True
H-12381,Local street,C,$50-100k,1.0,108,0.0,True
H-12382,Local street,C,$50-100k,1.0,48,0.0,True
H-12383,Local street,C,$50-100k,1.0,54,0.0,True
H-12386,Arterial,C,$50-100k,1.0,124,0.0,True
H-12389,Local street,F,Under $50k,0.0,0,,False
H-12390,Local street,F,Under $50k,0.0,0,,False
H-12391,Local street,F,Under $50k,0.0,0,,False
H-12392,Local street,F,Under $50k,0.0,0,,False
H-12393,Local street,F,Under $50k,0.0,0,,False
H-12395,Arterial,C,$50-100k,1.0,155,0.0,True
H-12396,Minor street,C,$50-100k,1.0,109,0.0,True
H-12397,Local street,C,$50-100k,1.0,81,0.0,True
H-12398,Local street,C,$50-100k,1.0,57,0.0,True
H-12400,Local street,A,$100-150k,1.0,51,0.0,True
H-12405,Local street,A,$100-150k,1.0,20,0.0,True
H-12406,Local street,A,$100-150k,1.0,21,0.0,True
H-12408,Local street,A,$50-100k,1.0,63,0.0,True
H-12409,Collector,A,Under $50k,1.0,260,0.0,True
H-12410,Arterial,A,Under $50k,1.0,204,0.0,True
H-12411,Local street,A,$50-100k,1.0,56,0.0,True
H-12412,Local street,A,$50-100k,1.0,131,0.0,True
H-12414,Arterial,A,Under $50k,1.0,110,0.0,True
H-12415,Arterial,A,$50-100k,1.0,92,0.0,True
H-12417,Arterial,A,Under $50k,1.0,87,0.0,True
H-12419,Arterial,A,$50-100k,1.0,86,0.0,True
H-12420,Local street,A,Under $50k,1.0,131,0.0,True
H-12421,Arterial,A,Under $50k,1.0,75,0.0,True
H-12422,Arterial,A,Under $50k,1.0,84,0.0,True
H-12423,Local street,A,Under $50k,1.0,271,0.007380073800738007,True
H-12424,Arterial,A,Under $50k,1.0,75,0.0,True
H-12426,Arterial,A,Under $50k,1.0,85,0.047058823529411764,True
H-12427,Local street,A,Under $50k,1.0,67,0.0,True
H-12428,Arterial,A,Under $50k,1.0,52,0.0,True
H-12429,Local street,A,Under $50k,1.0,54,0.0,True
H-12430,Arterial,A,Under $50k,1.0,126,0.0,True
H-12431,Local street,A,Under $50k,1.0,43,0.0,True
H-12432,Local street,A,Under $50k,1.0,41,0.0,True
H-12433,Local street,A,,1.0,165,0.0,True
H-12434,Local street,A,Under $50k,1.0,137,0.0,True
H-12435,Arterial,A,Under $50k,1.0,138,0.0,True
H-12436,Local street,A,,1.0,76,0.0,True
H-12437,Local street,A,Under $50k,1.0,66,0.0,True
H-12438,Local street,A,$50-100k,1.0,83,0.0,True
H-12439,Local street,A,$50-100k,1.0,80,0.0,True
H-12440,Local street,A,,1.0,144,0.0,True
H-12441,Arterial,A,,1.0,137,0.0,True
H-12442,Local street,A,$50-100k,1.0,133,0.0,True
H-12444,Arterial,A,,1.0,79,0.0,True
H-12445,Local street,A,$50-100k,1.0,64,0.0,True
H-12446,Local street,A,$50-100k,1.0,81,0.0,True
H-12449,Arterial,A,$50-100k,1.0,97,0.0,True
H-12451,Local street,A,$100-150k,1.0,118,0.0,True
H-12454,Arterial,A,Under $50k,1.0,55,0.0,True
H-12455,Local street,A,$100-150k,1.0,60,0.0,True
H-12456,Collector,A,$50-100k,1.0,99,0.0,True
H-12457,Arterial,A,$100-150k,1.0,100,0.0,True
H-12460,Arterial,A,Under $50k,1.0,78,0.0,True
H-12463,Local street,A,$100-150k,1.0,149,0.0,True
H-12464,Arterial,A,$100-150k,1.0,90,0.0,True
H-12465,Local street,A,Under $50k,1.0,142,0.0,True
H-12466,Local street,A,Under $50k,1.0,59,0.0,True
H-12467,Local street,A,Under $50k,1.0,57,0.0,True
H-12468,Collector,A,$50-100k,1.0,117,0.0,True
H-12469,Arterial,A,$100-150k,1.0,74,0.0,True
H-12470,Collector,A,$100-150k,1.0,153,0.0,True
H-12471,Local street,A,$50-100k,1.0,108,0.0,True
H-12472,Arterial,A,$50-100k,1.0,91,0.0,True
H-12473,Local street,A,$50-100k,1.0,43,0.0,True
H-12474,Local street,A,$50-100k,1.0,75,0.0,True
H-12475,Arterial,A,$50-100k,1.0,65,0.09230769230769231,True
H-12476,Arterial,A,$50-100k,1.0,118,0.1016949152542373,True
H-12477,Local street,A,$50-100k,1.0,98,0.19387755102040816,True
H-12478,Collector,A,$50-100k,1.0,128,0.0078125,True
H-12479,Collector,A,$50-100k,1.0,55,0.01818181818181818,True
H-12480,Arterial,A,$50-100k,1.0,49,0.08163265306122448,True
H-12482,Local street,A,$50-100k,1.0,60,0.25,True
H-12483,Collector,A,$50-100k,1.0,210,0.0,True
H-12484,Local street,A,$50-100k,1.0,50,0.0,True
H-12485,Collector,A,$50-100k,1.0,30,0.0,True
H-12487,Local street,A,$50-100k,1.0,51,0.0196078431372549,True
H-12488,Arterial,A,$50-100k,1.0,54,0.09259259259259259,True
H-12489,Arterial,A,$50-100k,1.0,27,0.07407407407407407,True
H-12490,Local street,A,$50-100k,1.0,100,0.0,True
H-12491,Arterial,A,$50-100k,1.0,25,0.12,True
H-12493,Local street,A,$50-100k,1.0,52,0.057692307692307696,True
H-12494,Arterial,A,$50-100k,1.0,83,0.10843373493975904,True
H-12495,Arterial,A,$50-100k,1.0,40,0.15,True
H-12497,Arterial,A,$50-100k,1.0,29,0.10344827586206896,True
H-12500,Local street,A,$50-100k,1.0,143,0.006993006993006993,True
H-12501,Arterial,A,$50-100k,1.0,135,0.044444444444444446,True
H-12502,Arterial,A,$50-100k,1.0,76,0.07894736842105263,True
H-12503,Local street,A,$150k+,1.0,86,0.011627906976744186,True
H-12506,Local street,A,$50-100k,1.0,73,0.0,True
H-12507,Local street,A,$50-100k,1.0,42,0.0,True
H-12509,Arterial,A,$50-100k,1.0,90,0.044444444444444446,True
H-12510,Local street,A,$50-100k,1.0,110,0.00909090909090909,True
H-12514,Arterial,A,$50-100k,1.0,149,0.06711409395973154,True
H-12515,Local street,A,$50-100k,1.0,22,0.0,True
H-12518,Local street,A,$50-100k,0.6666666666666666,11,0.0,True
H-12519,Local street,A,$100-150k,1.0,75,0.0,True
H-12520,Local street,A,Under $50k,0.3333333333333333,12,0.0,False
H-12522,Arterial,A,Under $50k,1.0,214,0.018691588785046728,True
H-12524,Arterial,A,$100-150k,1.0,205,0.01951219512195122,True
H-12529,Local street,A,$50-100k,1.0,139,0.02877697841726619,True
H-12530,Arterial,A,$50-100k,1.0,121,0.11570247933884298,True
H-12531,Arterial,A,$50-100k,1.0,52,0.0,True
H-12532,Arterial,A,$50-100k,1.0,54,0.0,True
H-12533,Collector,A,$50-100k,1.0,182,0.02197802197802198,True
H-12534,Arterial,A,$50-100k,1.0,73,0.0821917808219178,True
H-12535,Collector,A,$50-100k,1.0,82,0.0,True
H-12536,Local street,A,$50-100k,1.0,195,0.0,True
H-12537,Local street,A,$50-100k,1.0,361,0.013850415512465374,True
H-12538,Arterial,A,$50-100k,1.0,112,0.07142857142857142,True
H-12540,Arterial,A,$50-100k,1.0,197,0.06598984771573604,True
H-12541,Arterial,A,$50-100k,1.0,168,0.03571428571428571,True
H-12542,Arterial,A,$50-100k,1.0,145,0.09655172413793103,True
H-12545,Local street,A,$50-100k,1.0,165,0.006060606060606061,True
H-12546,Arterial,A,$50-100k,1.0,159,0.031446540880503145,True
H-12547,Local street,A,$50-100k,1.0,124,0.008064516129032258,True
H-12548,Arterial,A,$50-100k,1.0,96,0.03125,True
H-12549,Local street,A,$50-100k,1.0,83,0.012048192771084338,True
H-12550,Arterial,A,$50-100k,1.0,208,0.03365384615384615,True
H-12551,Local street,A,$50-100k,1.0,41,0.0,True
H-12552,Local street,A,$50-100k,1.0,65,0.0,True
H-12553,Collector,A,$50-100k,1.0,160,0.00625,True
H-12554,Collector,A,Under $50k,1.0,161,0.006211180124223602,True
H-12555,Arterial,A,Under $50k,1.0,527,0.03795066413662239,True
H-12556,Local street,A,$50-100k,1.0,93,0.0,True
H-12558,Arterial,A,$50-100k,1.0,295,0.061016949152542375,True
